UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	0
0	52
2	0
0	3
0	21
78	0
0	286
0	220
0	0
0	20
0	0
0	0
17	157
0	0
110	0
0	281
0	15
0	307
48	22
3	14
10	98
0	0
93	12
7	61
2	0
30	0
4	17
27	0
62	4
140	4
40	0
27	25
8	0
292	1
24	104
9	0
0	61
1	0
113	0
15	66
0	0
0	37
2	23
47	1
8	2
0	104
0	114
164	104
94	6
0	0
278	13
4	53
41	0
164	0
13	0
39	1
95	1
74	0
75	0
100	4
36	0
7	281
0	98
0	2
22	40
0	12
0	0
52	62
14	0
0	0
55	3
1	0
25	0
78	4
147	2
47	0
100	0
108	0
64	2
91	0
40	0
97	0
65	0
50	0
16	0
77	3
6	0
54	0
23	0
102	1
21	0
53	0
34	0
11	0
43	1
31	2
0	0
38	0
56	1
5	0
21	1
2	0
19	0
33	0
16	0
9	0
0	0
32	0
0	13
2	3
73	18
2	53
1	21
0	0
29	52
0	0
0	157
34	23
6	220
4	15
15	114
18	0
0	0
0	58
142	2
20	0
18	0
32	0
52	0
64	0
0	0
0	0
0	61
44	286
100	308
0	66
1	20
0	0
0	3996
556	10455
1350	124
8627	24
1035	3930
2	10357
651	127
179	639
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
161	1415
0	961
0	9
215	5990
475	7824
26	8463
0	4784
195	767
0	3365
3731	6
615	17851
104	5046
252	633
12	961
7643	17863
0	659
4762	856
1036	818
12	0
69	222
0	189
0	4
0	9
76	730
325	2694
0	3365
6925	64
16	18
4	5
63	2
411	1
0	1265
0	0
5	0
79	2
18	1
1	0
1	0
131	576
546	1
41	0
19	0
0	70
20	0
0	86
288	2
7	396
2	680
120	28
3	247
0	0
15	4
196	13
0	0
20	0
9	279
3	0
0	56
0	17
0	1
2	119
5	297
6	176
0	41
299	20
0	0
1	77
0	55
0	18
0	5
224	9
116	259
10	0
93	0
0	0
0	1
0	30
21	22
3	104
10	51
56	2
0	0
182	168
136	0
3	205
79	1
10	150
441	0
4	40
204	5
0	0
697	7
0	0
36	0
359	1
43	2
3	0
72	0
129	3
400	22
30	109
384	113
55	2
107	5
1088	32
11	23
67	4
106	0
0	326
37	101
24	30
0	226
4	11
1	708
1	7
0	7
0	396
0	1
0	246
0	1
0	119
0	70
64	150
37	56
0	41
0	279
