UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	15
7	0
0	4
0	12
6	0
0	54
0	61
0	0
0	7
0	0
0	0
0	35
0	0
35	0
0	61
0	1
0	95
0	7
2	18
6	35
0	0
17	2
0	46
0	0
0	0
0	2
22	0
116	1
44	0
27	0
19	7
0	0
157	1
2	26
6	0
0	36
1	0
82	0
4	17
0	0
0	38
0	11
20	0
5	1
0	26
0	32
65	24
50	0
0	0
85	0
0	13
200	0
29	0
3	0
23	0
23	0
32	0
21	0
24	0
7	0
2	61
0	35
0	1
21	38
0	2
0	0
27	36
12	0
0	0
40	0
0	0
13	0
24	0
39	1
18	0
47	0
47	0
29	1
37	0
26	0
43	0
19	0
21	0
8	0
34	0
1	0
29	0
7	0
17	0
12	0
19	0
20	0
4	0
5	0
25	0
0	0
12	0
48	0
1	0
0	0
3	0
7	0
16	0
14	0
2	0
0	0
11	0
0	18
0	4
66	2
21	13
3	12
0	0
2	15
0	0
18	35
22	11
0	61
8	1
2	32
4	0
0	0
0	28
36	0
22	0
16	0
10	2
41	0
107	2
0	0
0	0
3	46
28	54
58	95
0	17
0	7
0	0
0	1567
264	4670
462	57
3131	1
373	1567
3	4669
497	36
28	132
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
157	1522
0	1101
2	11
157	6098
160	2150
1	2468
0	1586
20	116
0	1784
791	0
385	5957
57	5117
135	734
15	1101
2022	5958
0	649
1816	220
311	218
1	0
32	226
0	214
0	11
0	11
27	106
81	1648
0	1784
3944	11
2	5
0	6
0	0
237	8
0	393
0	0
1	0
36	0
28	0
0	0
0	0
9	19
149	0
0	0
14	0
0	57
23	0
0	15
81	0
0	110
4	194
126	35
3	141
0	0
8	13
83	23
0	0
45	0
0	110
2	8
0	45
0	1
0	0
0	91
5	181
1	195
0	12
97	12
0	0
0	25
0	40
0	36
0	21
92	0
0	97
13	0
76	0
0	0
0	0
0	20
32	14
0	92
0	6
86	3
0	0
180	174
103	0
0	106
54	0
0	76
333	0
1	34
148	2
0	0
158	2
0	0
19	0
300	1
39	2
0	1
32	2
121	0
273	17
12	69
221	122
56	1
100	1
627	12
11	11
65	3
76	0
0	200
28	96
18	32
0	233
0	5
0	369
0	1
0	1
0	110
0	0
0	141
0	0
0	91
0	57
110	156
43	45
0	12
0	110
9	28
