UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	24
15	1
0	2
0	56
53	0
0	179
0	95
0	0
0	20
0	0
0	0
2	80
0	0
106	4
0	150
0	4
0	175
33	13
1	21
16	51
1	0
48	11
5	66
3	0
25	0
2	8
12	0
56	2
104	4
60	1
41	14
4	0
177	5
17	90
7	1
0	37
0	0
106	2
23	54
0	0
0	41
0	52
28	2
17	9
0	90
0	69
82	45
148	6
0	0
195	10
1	30
41	1
63	0
1	0
24	0
29	0
26	1
48	0
13	0
14	2
6	150
0	51
0	8
15	51
0	8
0	0
23	37
15	0
0	0
44	0
0	0
8	0
55	1
63	1
59	0
55	0
58	1
65	1
50	1
46	0
35	1
59	1
26	2
18	0
44	0
1	0
37	4
14	1
48	1
14	1
20	0
29	0
21	0
13	2
33	0
0	0
29	0
98	0
7	0
11	0
7	0
9	0
12	0
56	0
7	0
0	0
18	1
0	21
1	2
83	11
20	33
0	56
0	0
20	25
0	0
14	81
87	53
2	96
1	4
11	72
4	0
2	0
0	36
97	3
39	1
79	0
67	1
79	0
45	2
5	0
0	0
0	66
28	179
57	175
0	54
3	20
0	0
1	2479
492	8241
990	79
5554	31
564	2440
8	8149
712	118
100	411
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1378	3240
0	432
0	30
280	6798
342	1737
4	1912
0	1074
59	138
0	896
2993	5
755	13099
170	5477
232	337
3	433
4996	13104
0	706
1789	388
800	371
7	0
112	1551
0	1513
0	26
0	30
107	140
101	786
0	896
5401	91
2	16
2	0
1	0
314	23
0	289
0	0
6	0
34	2
14	0
4	1
1	0
1	17
180	0
3	0
104	0
0	19
11	2
0	3
4	0
2	301
3	241
4	19
3	239
7	0
8	6
81	12
0	5
28	0
1	166
1	4
0	11
0	1
0	0
4	146
1	187
4	116
0	13
195	33
0	0
4	102
0	19
0	32
0	4
119	5
0	190
19	0
73	0
0	0
0	0
0	35
120	46
1	183
1	0
79	6
0	0
188	111
67	2
0	206
77	0
8	109
335	4
0	49
304	2
12	0
191	8
0	0
9	0
317	6
12	4
3	0
67	5
43	3
433	35
25	91
250	139
56	5
44	4
632	35
7	7
35	4
93	0
0	294
31	80
6	30
0	155
1	6
4	563
0	1
0	1
0	301
0	0
0	239
0	0
0	146
0	19
185	104
15	11
0	13
0	166
16	17
0	55
