UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	0
2	6
2	0
0	3
0	7
7	0
20	116
0	84
0	0
0	20
0	0
0	0
11	90
0	0
76	0
0	72
2	4
38	158
0	6
4	15
22	40
0	0
24	1
2	32
0	0
49	1
0	10
14	0
259	0
65	0
34	2
27	7
8	0
197	1
3	16
3	0
0	62
1	0
101	1
5	22
1	0
1	44
4	16
27	0
13	1
0	16
0	45
73	44
74	0
0	0
103	1
0	25
25	0
104	4
18	0
15	0
27	0
28	0
31	0
30	0
19	0
0	72
0	39
0	1
36	45
0	1
0	0
28	62
16	0
0	0
24	0
0	0
8	0
19	0
62	2
21	0
70	0
50	0
30	3
32	0
25	0
28	1
30	2
39	0
5	0
32	0
6	0
39	1
17	0
29	0
16	0
14	0
4	0
10	0
18	0
31	0
0	0
23	0
48	0
2	0
11	0
3	0
12	0
2	0
15	1
6	0
1	0
14	0
0	15
2	3
63	11
14	25
3	7
0	0
9	6
0	0
0	90
36	16
0	84
1	4
2	45
10	0
0	0
0	38
64	2
4	1
18	0
3	0
17	0
10	0
0	0
0	0
1	31
19	116
19	157
0	22
0	20
0	0
1	3064
400	7976
995	65
6428	5
690	3026
10	7941
407	124
169	438
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1290	3020
0	212
6	49
174	3843
181	760
0	798
0	504
35	140
0	1015
1923	1
675	10346
149	2620
146	216
0	212
5474	10349
0	600
2177	310
335	301
6	0
103	1437
0	1392
0	43
0	49
120	184
257	834
0	1017
5491	15
10	22
3	6
0	0
179	3
0	243
0	0
0	0
29	1
18	0
6	0
0	0
6	16
63	0
8	0
26	0
0	9
7	0
0	14
67	0
1	55
0	93
147	15
0	94
0	0
3	2
35	13
0	0
2	0
2	84
2	2
0	6
0	2
0	0
2	80
0	83
2	64
0	4
74	5
0	0
0	38
0	18
0	7
0	0
88	2
1	111
13	0
55	2
0	0
0	0
0	7
28	14
1	43
14	5
77	6
1	0
102	77
38	0
0	151
65	0
2	31
259	1
1	22
46	8
0	0
138	0
0	0
4	0
271	1
10	1
9	0
63	9
35	7
320	20
13	68
282	114
44	1
3	4
577	9
6	11
23	0
71	1
0	246
34	61
18	27
0	134
2	1
0	294
0	4
0	4
0	55
0	0
0	94
0	0
0	80
0	9
77	67
17	6
0	4
0	84
14	21
1	116
