UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	9
8	1
0	3
0	14
61	2
0	158
0	126
0	0
2	30
0	0
0	0
8	114
0	0
196	1
0	211
0	27
0	220
33	7
3	54
3	54
0	0
23	2
0	111
0	0
18	0
0	8
38	0
146	0
57	0
26	0
25	6
5	0
381	0
10	85
3	0
11	41
0	0
120	0
10	13
1	0
0	47
20	53
26	1
10	2
0	85
4	64
88	46
111	1
0	0
206	0
3	35
21	0
125	1
6	0
21	0
103	0
81	2
49	0
58	0
25	0
6	211
5	54
4	1
21	47
60	2
2	0
18	41
47	0
0	0
31	1
0	0
26	0
33	0
94	2
94	1
100	0
132	0
44	2
57	0
29	0
100	0
62	0
27	0
18	0
78	0
11	0
56	1
37	1
60	1
35	1
2	0
21	1
12	4
28	0
25	0
0	0
33	0
128	0
9	0
3	0
4	0
18	0
34	0
38	0
13	0
1	0
31	0
0	54
0	3
87	8
16	35
1	14
2	0
3	11
0	0
19	114
75	53
0	126
6	27
8	63
12	0
1	0
0	133
293	1
59	1
74	0
77	4
75	1
66	3
0	1
0	0
9	111
25	158
94	220
0	13
0	30
0	0
3	4040
639	9736
3156	304
7766	12
1146	4034
6	9728
1172	154
256	814
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
523	1646
0	220
0	9
51	3461
113	988
0	1119
0	673
31	97
0	648
1626	4
250	6908
53	2706
77	155
3	220
2703	6912
0	365
1207	197
331	191
2	0
42	598
0	572
0	9
0	9
25	91
59	568
0	648
3300	21
2	9
0	3
0	0
181	12
0	99
0	0
0	0
35	0
19	0
0	0
0	0
13	44
137	0
0	0
18	0
1	34
6	0
0	9
17	0
0	71
2	134
173	27
1	108
7	0
3	4
33	12
0	0
15	0
2	100
0	4
0	19
0	2
0	0
0	82
1	86
3	131
0	14
139	22
0	0
0	73
0	46
0	29
0	6
75	8
3	97
5	0
52	0
0	0
0	0
0	10
49	31
1	45
1	10
80	1
0	0
185	147
6	1
0	102
37	0
7	60
218	2
0	16
210	4
2	0
136	0
0	0
22	0
262	3
10	3
2	0
39	1
67	1
247	5
17	78
185	63
54	0
23	3
415	15
2	7
27	2
49	0
0	254
37	84
11	35
0	162
1	4
5	316
0	0
0	0
0	71
0	0
0	107
0	0
0	82
0	34
137	135
10	19
0	14
0	100
15	13
0	49
