UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
2	7
3	0
0	1
0	11
2	0
11	92
1	88
0	0
0	12
0	0
0	0
6	94
0	0
45	0
0	160
0	5
15	138
15	4
4	39
11	49
0	0
14	3
0	29
0	0
22	1
0	4
17	0
55	0
40	0
31	0
2	4
4	0
128	0
11	43
0	0
0	29
3	0
54	0
1	11
0	0
0	8
2	19
37	0
7	3
0	43
0	53
103	37
41	0
0	0
74	0
0	30
20	0
7	0
2	0
9	0
25	0
25	2
36	1
21	0
12	0
5	160
0	48
0	3
7	8
1	1
0	0
25	29
3	0
0	0
15	2
0	0
20	0
21	1
74	0
20	1
45	0
73	0
24	0
46	0
21	0
57	0
28	2
25	2
8	0
57	0
1	0
8	0
21	0
30	0
19	0
37	0
14	0
42	3
21	0
30	0
0	0
29	0
39	0
3	3
7	0
2	0
8	0
8	0
17	0
5	0
1	0
11	0
0	39
0	1
44	4
21	30
1	12
0	0
1	7
0	0
3	94
13	19
1	88
0	5
8	54
2	0
0	0
0	51
119	0
27	0
11	0
1	1
7	0
50	1
0	0
0	0
0	29
20	92
26	138
1	11
0	12
0	0
0	2445
325	5191
1282	131
4086	17
623	2403
4	5155
572	33
96	343
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
244	677
0	95
0	17
41	1528
93	422
1	453
0	286
4	34
0	406
772	1
233	4067
16	1202
54	76
1	95
1463	4067
0	179
794	155
184	149
3	0
10	252
0	244
0	16
0	17
33	37
47	358
0	406
1568	18
2	5
0	0
0	0
104	5
0	124
0	0
0	0
10	0
12	0
0	0
0	0
4	9
37	3
26	0
16	2
1	19
0	0
0	1
26	0
0	30
0	113
18	20
1	59
0	0
3	1
6	1
0	0
1	0
0	48
0	2
0	0
0	4
0	0
0	33
1	69
3	102
0	18
58	14
0	1
0	47
1	4
0	7
0	0
65	3
3	49
3	0
27	0
0	0
0	0
0	3
23	15
0	33
1	3
6	2
0	0
34	46
19	0
0	44
23	0
0	23
131	0
0	11
87	0
0	0
76	0
0	0
2	0
94	0
2	2
3	0
16	1
24	0
166	7
6	38
106	45
30	0
0	0
215	4
0	1
9	1
11	0
0	94
17	45
4	11
0	54
0	2
1	192
3	2
0	2
0	30
0	0
0	59
0	0
0	33
0	19
0	27
0	0
0	18
0	48
2	2
2	49
0	2
0	0
