UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	19
12	0
0	3
0	24
16	0
0	115
0	121
0	0
0	12
0	0
0	0
6	86
0	0
60	0
0	101
0	4
0	179
0	1
3	15
7	60
2	0
62	5
0	32
2	0
43	0
0	10
25	0
150	1
147	0
32	1
27	1
1	0
211	0
15	46
2	0
0	50
0	0
91	1
3	32
0	0
0	64
0	13
43	0
12	1
0	46
0	76
93	66
55	1
0	0
100	1
0	22
39	0
53	0
2	0
20	0
43	0
47	0
55	0
42	0
20	0
3	101
0	60
0	1
41	64
0	4
0	0
52	50
7	0
0	0
28	0
1	0
10	0
51	0
82	0
36	0
51	0
66	1
34	0
60	0
31	0
47	0
39	0
52	0
8	0
46	0
2	0
41	0
15	0
33	0
6	0
27	0
20	0
16	0
31	0
23	0
0	0
20	0
61	0
11	0
9	0
8	0
12	0
14	0
17	0
10	0
0	0
15	0
0	15
3	3
64	10
11	22
0	24
0	0
16	19
0	0
7	86
11	13
1	121
5	4
6	76
10	0
0	0
0	70
76	0
15	0
42	0
24	1
43	0
26	3
0	0
0	0
1	32
29	115
94	179
1	32
0	12
0	0
0	2800
257	6240
870	71
5058	3
930	3098
2	6171
511	34
51	197
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
484	1651
0	376
1	29
140	4207
290	1395
2	1539
0	917
65	197
0	1502
1183	1
343	6876
74	3375
129	200
8	376
2742	6878
0	532
1366	301
302	299
24	0
92	565
0	541
0	19
0	29
40	206
195	1339
6	1502
3500	11
5	3
0	7
1	0
166	0
0	231
0	0
9	0
36	0
32	0
1	0
0	0
7	25
76	1
35	0
28	1
0	26
1	0
0	21
67	1
0	61
0	150
123	26
1	125
0	0
4	10
10	4
0	0
28	0
2	81
8	3
0	0
0	0
0	0
0	93
3	58
4	172
0	2
80	13
0	0
0	77
0	6
0	11
0	4
79	7
0	96
6	0
68	0
0	0
0	0
0	27
59	21
1	71
0	0
77	2
0	0
185	131
49	0
0	104
43	0
2	33
236	0
2	27
103	2
0	0
171	1
0	0
12	0
251	0
31	0
4	1
18	0
75	1
251	6
6	40
224	84
42	0
55	0
575	13
6	10
42	0
58	0
0	202
27	70
13	24
0	133
1	4
0	360
0	3
0	4
0	61
0	0
0	125
0	0
0	93
0	26
83	122
0	0
0	2
0	81
29	31
2	57
