UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	23
2	0
0	3
0	19
10	0
0	122
0	75
0	0
0	13
0	0
0	0
16	52
0	0
51	0
0	135
0	7
0	155
13	3
0	2
9	41
0	0
15	9
1	53
4	0
67	0
0	9
15	2
133	0
48	6
18	0
11	1
7	0
203	2
2	43
1	0
0	34
0	0
63	3
6	26
0	0
0	11
0	4
18	0
5	3
0	43
0	62
59	46
50	0
1	0
85	2
0	12
16	0
6	1
12	1
7	0
12	0
26	0
25	0
20	2
1	0
1	135
0	40
0	3
19	11
0	6
0	0
14	34
11	0
0	0
10	0
0	0
12	0
41	0
19	0
20	0
22	1
27	1
17	0
22	2
14	0
21	0
23	1
9	0
6	1
16	0
1	0
22	2
3	0
25	1
15	0
16	0
32	2
7	1
7	1
25	0
0	0
6	0
30	0
6	0
1	0
0	0
0	0
2	0
19	0
4	0
0	0
6	0
0	2
0	3
67	9
15	12
0	19
0	0
19	23
0	0
0	51
9	4
0	75
0	7
2	62
2	0
0	0
0	57
63	2
14	0
40	0
29	0
42	1
13	0
0	0
0	0
1	53
11	122
44	155
0	25
1	13
0	0
0	3152
362	5752
1890	295
3072	14
676	3133
5	5726
515	45
140	272
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2545	4771
0	490
0	13
623	8126
221	1741
12	2002
0	1132
40	86
0	1464
2863	13
1107	17708
190	6438
135	370
6	490
6871	17710
0	838
2098	484
1299	461
69	0
94	2608
0	2553
0	12
0	13
30	90
86	1238
2	1464
6204	80
9	2
0	4
1	2
264	20
0	447
0	0
0	0
83	10
110	0
0	0
0	0
8	34
177	7
0	0
19	0
0	43
43	2
0	14
204	1
1	169
5	249
472	80
1	205
3	0
11	6
164	28
0	0
58	0
5	256
9	14
0	54
0	2
0	2
2	440
1	230
8	300
0	22
148	24
0	0
0	38
0	43
0	23
0	3
248	8
0	305
30	0
56	0
0	0
0	0
0	51
94	30
5	209
2	1
242	2
0	0
401	229
141	5
0	281
81	0
2	147
677	1
6	93
64	1
3	0
350	10
0	0
24	0
594	1
139	24
3	0
55	1
49	10
407	33
19	70
275	116
45	6
12	11
828	37
2	7
58	4
77	0
0	344
75	244
6	37
0	176
0	2
0	361
0	3
0	3
0	169
0	0
0	205
0	2
0	440
0	43
250	181
65	54
0	22
0	256
