UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
1	5
6	0
0	5
0	4
27	0
0	176
0	214
0	0
0	27
0	0
0	0
27	86
0	0
69	4
0	38
0	6
0	90
0	4
1	41
8	42
0	0
27	1
4	15
0	0
26	2
0	6
8	0
38	1
71	0
16	0
19	4
1	0
109	0
6	19
1	0
0	27
0	0
42	0
4	20
0	0
0	19
1	10
25	0
3	1
0	19
0	35
42	67
37	0
0	0
97	1
0	15
21	0
34	0
0	0
4	0
22	0
17	0
33	0
27	0
38	1
0	38
0	42
0	1
7	19
0	1
0	0
19	27
47	0
0	0
10	0
0	0
7	0
21	1
32	2
22	1
51	0
38	0
21	2
26	0
23	0
61	1
21	0
11	0
4	1
21	0
0	0
22	0
11	0
24	1
11	0
26	0
8	0
13	0
8	0
15	0
0	0
7	0
25	0
7	0
5	0
5	0
11	0
8	0
13	0
12	0
0	0
7	0
0	41
2	5
38	6
8	15
1	4
0	0
10	5
0	0
0	85
20	10
7	214
2	6
8	36
4	0
0	0
0	44
46	1
7	0
38	0
8	0
39	0
17	0
0	0
0	0
0	15
39	177
39	90
0	20
1	27
0	0
0	1670
207	4562
491	55
3668	8
420	1637
4	4531
370	52
37	194
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
771	2556
0	1006
0	2
360	8296
130	1938
6	2153
0	1298
29	86
0	855
1506	1
612	7100
81	6896
150	679
5	1009
2472	7101
0	616
1505	321
386	316
4	0
37	820
0	794
0	2
0	2
31	59
46	778
0	855
5471	18
6	5
0	6
0	0
196	5
0	242
0	0
3	0
27	0
5	3
0	0
0	0
23	42
108	0
111	0
37	0
2	31
0	0
0	19
79	0
6	117
1	194
105	24
1	133
0	0
4	4
24	11
0	0
9	2
6	82
5	7
0	1
0	2
0	0
3	276
2	161
4	143
0	0
173	11
0	0
0	108
1	58
0	25
0	5
180	5
36	64
1	1
74	0
0	0
0	1
0	23
30	20
1	64
5	5
87	6
0	0
166	170
36	0
0	45
49	0
0	26
268	2
0	53
93	1
6	0
98	4
0	0
15	1
507	0
23	3
25	0
28	1
275	1
310	33
17	45
217	111
29	5
64	4
763	7
2	1
48	1
233	1
0	239
44	75
9	29
0	114
5	6
2	501
0	2
0	2
0	117
0	1
0	132
0	0
0	276
0	31
138	160
0	1
0	0
0	82
18	23
0	42
