UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	14
2	0
0	5
0	8
5	0
0	184
0	80
3	0
0	6
0	0
0	0
1	72
0	0
32	0
0	99
0	12
0	175
37	4
7	71
12	52
0	0
53	11
0	23
2	0
9	1
0	5
11	0
69	4
106	3
9	0
27	4
2	0
85	2
4	36
1	0
0	60
2	0
54	0
4	15
0	0
0	28
0	8
20	1
0	4
0	36
0	36
78	30
36	1
2	0
79	1
1	30
15	0
7	0
11	0
19	1
37	0
47	0
42	1
37	0
15	0
1	99
0	52
0	4
20	31
0	11
0	0
31	60
17	0
0	0
28	2
0	0
20	0
21	0
64	1
31	0
51	0
80	0
66	1
33	0
34	0
57	0
26	1
68	0
12	0
34	0
2	0
64	1
25	0
40	0
70	0
18	0
9	0
9	0
19	0
40	0
0	0
31	0
73	0
1	0
7	0
5	0
17	0
12	0
29	0
21	0
3	0
15	0
0	69
0	5
64	6
15	31
0	8
0	0
2	14
0	0
1	73
20	8
2	80
3	12
1	36
7	0
0	0
0	56
29	0
20	0
12	0
14	0
19	0
71	3
0	0
0	0
5	23
31	184
62	175
5	15
0	6
0	0
0	2231
311	4975
775	79
5615	9
549	2206
3	4963
557	17
77	164
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
346	898
0	270
2	90
80	2215
372	904
0	882
0	511
20	85
0	1095
2181	3
444	9367
135	1858
216	297
2	270
3217	9372
0	310
1179	179
417	167
6	0
62	404
0	367
2	81
0	90
84	124
487	981
0	1095
3032	31
5	1
0	6
0	0
218	3
0	336
0	0
0	0
31	0
7	0
0	0
0	0
1	7
57	0
46	0
40	0
0	25
5	0
1	8
80	0
7	70
0	214
2	17
1	92
0	0
13	4
21	5
0	0
26	0
2	76
40	10
0	0
0	14
0	0
2	42
1	88
3	129
0	19
176	28
0	0
0	98
0	24
0	8
0	2
92	1
14	61
3	1
59	0
0	0
0	0
0	18
55	32
2	38
2	4
43	4
0	0
29	77
40	1
0	80
42	0
2	38
199	0
0	34
154	1
7	0
103	7
0	0
14	0
265	5
41	0
1	0
40	2
66	4
299	9
5	69
202	68
47	0
39	0
517	13
1	2
17	7
39	0
0	103
24	34
8	31
0	125
1	2
1	329
0	0
0	0
0	70
0	0
0	92
0	0
0	42
0	25
85	73
0	0
0	19
0	76
8	16
0	22
0	1
