UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	0
0	21
1	0
0	1
0	19
6	0
0	135
0	262
0	0
0	34
0	0
0	0
10	114
0	0
102	0
0	230
0	20
0	188
28	10
0	2
11	61
0	0
48	6
0	31
1	1
147	3
1	8
15	0
44	0
58	5
34	1
27	11
12	1
145	2
10	71
4	0
0	47
5	0
58	0
5	44
0	0
0	33
0	10
47	2
5	2
0	71
0	75
298	172
215	12
0	0
126	8
0	11
61	2
33	0
12	0
20	0
21	0
16	1
26	0
4	0
12	0
2	230
0	60
0	2
22	35
0	6
0	0
29	54
20	1
0	0
20	0
0	0
4	0
24	3
54	1
15	0
40	0
43	0
50	1
31	0
13	0
34	1
11	1
21	2
7	0
42	1
6	0
40	7
16	0
23	1
19	0
77	2
32	0
6	0
16	0
33	0
0	0
19	0
46	0
1	0
16	1
4	0
21	0
15	1
73	0
17	0
0	0
18	0
0	2
0	1
108	9
28	13
0	19
0	0
27	21
0	0
0	114
27	10
1	262
2	20
13	79
5	0
0	0
0	25
64	0
3	0
23	0
10	0
21	0
24	0
0	0
0	0
1	31
23	135
41	188
1	44
0	36
0	0
0	4416
562	11838
1639	105
7588	29
886	4376
4	11742
457	127
383	644
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1776	4525
0	782
0	42
438	8580
191	2172
9	2621
0	1500
197	538
0	1140
2165	3
1746	13796
165	6432
187	475
8	783
6575	13810
0	1069
2540	699
809	683
15	0
108	1729
0	1682
0	40
0	42
63	513
49	880
0	1140
8271	109
11	31
4	1
2	1
183	11
0	300
0	0
0	0
36	3
12	0
2	1
0	0
8	59
115	1
1	0
46	1
0	4
4	0
0	1
45	0
1	124
3	133
0	18
2	149
0	0
4	0
36	8
0	0
19	2
4	102
5	8
0	9
0	25
0	0
0	141
0	89
1	216
0	7
127	7
0	0
0	83
0	31
0	45
0	17
204	8
14	44
10	0
46	0
0	0
0	0
1	52
36	9
0	96
1	2
44	3
0	0
127	98
36	3
0	52
46	0
0	49
289	1
3	25
123	6
0	0
155	10
0	0
14	0
465	5
45	7
0	0
42	3
77	3
295	36
29	74
339	112
57	0
95	3
806	27
3	4
88	12
70	4
0	378
79	130
14	63
0	181
0	0
2	419
0	7
0	7
0	124
0	0
0	148
0	0
0	141
0	4
67	92
17	9
0	7
0	102
