UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	30
8	0
0	8
0	12
39	0
0	134
0	146
0	0
0	15
0	0
0	0
5	88
0	0
98	2
0	99
0	2
0	116
0	5
2	18
13	51
3	0
29	4
2	23
0	0
0	0
3	2
38	0
123	5
81	1
52	0
45	5
0	0
238	0
12	41
4	0
0	49
1	0
88	0
11	27
0	0
0	55
0	13
22	0
4	6
0	41
2	44
101	56
58	0
0	2
205	0
0	22
33	3
45	0
2	0
6	0
28	0
35	0
39	0
39	1
23	0
1	99
0	51
0	6
30	55
0	4
0	0
33	49
13	0
0	0
31	0
0	0
11	0
47	2
65	1
27	0
47	0
44	0
41	1
45	0
71	0
55	0
39	0
38	0
9	0
40	0
6	0
51	1
27	0
50	1
31	0
15	0
30	1
17	0
7	0
36	0
0	0
17	0
65	0
2	0
1	0
3	0
17	0
20	0
65	1
8	0
0	0
22	0
0	18
0	8
65	3
15	23
1	12
0	0
16	31
0	0
20	88
46	13
3	146
0	2
4	44
5	0
0	0
0	50
71	1
14	0
19	0
33	2
39	0
26	0
0	0
0	0
2	23
32	134
54	116
0	27
0	15
0	0
0	2931
401	7202
1139	119
5486	10
785	2907
4	7171
437	50
68	322
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
643	2169
0	345
0	35
250	6767
127	1256
0	1393
0	802
45	249
0	1615
674	3
307	4791
92	5668
87	152
5	345
1785	4791
0	345
1834	211
339	208
1	0
84	686
0	672
0	33
0	35
24	249
127	1467
0	1615
4436	9
4	1
0	1
0	2
178	1
0	217
0	0
0	0
81	0
38	0
2	0
0	0
2	5
114	2
44	2
51	0
0	11
22	0
0	15
124	0
0	68
1	204
66	34
4	149
0	0
6	3
43	13
0	1
43	3
2	129
2	3
0	15
2	11
0	1
1	100
1	91
1	103
0	18
155	5
1	1
0	102
0	61
0	29
0	12
161	10
19	44
5	0
68	0
0	0
0	1
0	32
18	13
0	50
11	10
60	4
0	0
158	125
77	4
0	51
42	0
0	44
202	3
0	22
115	6
2	0
159	2
0	0
7	0
458	0
16	2
5	0
47	0
39	4
239	34
10	46
184	97
28	1
61	3
857	27
22	3
33	0
50	0
0	283
28	77
10	17
0	91
2	6
0	328
0	4
0	4
0	68
0	1
0	149
0	1
0	100
0	11
39	103
16	15
0	18
0	129
11	17
2	106
