UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	15
8	1
0	0
0	7
7	0
19	122
2	234
1	0
2	29
0	0
0	0
0	55
0	0
256	2
0	120
0	11
22	160
0	7
0	38
11	39
0	1
29	4
3	28
0	0
13	0
0	0
83	0
574	5
90	1
64	1
20	7
4	0
137	0
9	48
6	0
0	71
2	0
64	2
6	15
0	0
0	37
0	12
19	0
3	6
0	48
0	27
95	53
104	0
0	0
80	0
0	22
43	0
260	0
33	0
13	0
86	0
59	0
65	1
56	0
34	0
3	120
6	39
4	6
24	37
7	3
0	0
40	71
13	0
0	0
45	0
0	0
28	0
37	0
67	0
17	0
69	0
164	0
27	0
47	3
41	0
49	0
46	0
34	0
13	0
35	0
4	0
46	0
32	0
16	0
18	0
19	0
169	1
19	0
26	0
56	1
1	0
35	0
49	0
5	0
0	0
3	0
12	0
3	2
95	0
11	0
1	0
9	0
5	38
5	0
87	0
20	22
0	7
0	1
12	15
0	0
20	55
29	12
0	234
0	11
2	27
4	0
0	0
0	76
255	1
47	0
144	0
112	2
128	3
74	1
1	3
0	0
0	28
15	122
23	160
2	15
0	29
0	0
0	2678
553	7610
1534	151
5977	10
556	2604
4	7594
1130	158
160	764
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
413	1114
0	571
2	12
80	2297
313	1193
0	1306
0	805
11	39
0	1490
1189	3
275	6424
75	1884
238	399
10	571
2628	6425
0	443
1078	230
355	225
6	0
58	527
0	496
0	10
0	12
45	96
197	1358
1	1490
2690	10
4	5
0	2
1	0
118	5
0	210
0	0
0	0
38	2
4	0
2	0
0	0
5	13
60	0
37	0
9	1
0	9
0	0
0	0
51	2
0	107
0	111
83	22
2	119
0	0
1	2
35	20
0	0
5	0
5	56
0	0
0	0
0	6
0	0
2	104
1	70
0	243
0	9
156	40
1	1
0	93
1	54
0	21
0	7
153	3
19	60
3	0
31	0
0	0
0	4
0	54
65	43
1	89
3	4
8	2
9	0
60	93
0	0
0	56
81	0
2	19
220	4
0	16
110	1
3	0
123	7
0	0
11	0
150	0
18	2
0	0
45	0
71	0
210	12
13	56
164	77
36	0
29	2
413	14
1	0
24	4
34	1
0	165
21	68
6	19
0	84
5	3
2	246
1	1
0	1
0	107
0	4
0	119
0	0
0	104
0	9
12	75
0	0
0	9
0	56
2	1
